Datetime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,hour,day_of_week,day_of_month,month,quarter,year,week_of_year,is_weekend,season
2007-12-18 17:00:00,1.2705,0.0466,241.8522,5.3233,0.0,0.15,0.0,17,1,18,12,4,2007,51,0,0
2007-12-18 18:00:00,2.7511,0.3049,239.3812,11.65,0.0,0.55,0.0,18,1,18,12,4,2007,51,0,0
2007-12-18 19:00:00,2.3777,0.1333,237.5055,10.12,0.0,0.2,0.0,19,1,18,12,4,2007,51,0,0
2007-12-18 20:00:00,2.5563,0.0647,239.3227,10.7667,0.0,0.15,1.7333,20,1,18,12,4,2007,51,0,0
2007-12-18 21:00:00,3.9071,0.1983,239.772,16.4067,0.0,0.55,13.2,21,1,18,12,4,2007,51,0,0
2007-12-18 22:00:00,1.6583,0.1105,243.5518,6.7833,0.0,0.0,0.0,22,1,18,12,4,2007,51,0,0
2007-12-18 23:00:00,1.5492,0.0954,243.3635,6.3567,0.0,0.4167,4.4833,23,1,18,12,4,2007,51,0,0
2007-12-19 00:00:00,1.142,0.0711,243.9792,4.6933,0.0,0.0,7.85,0,2,19,12,4,2007,51,0,0
2007-12-19 01:00:00,0.2707,0.0567,244.4705,1.1,0.0,0.2833,0.0,1,2,19,12,4,2007,51,0,0
2007-12-19 02:00:00,0.2727,0.0565,245.5542,1.1167,0.0,0.1167,0.0,2,2,19,12,4,2007,51,0,0
2007-12-19 03:00:00,0.2767,0.0615,246.2568,1.1333,0.0,0.0,0.0,3,2,19,12,4,2007,51,0,0
2007-12-19 04:00:00,0.2812,0.0725,246.849,1.17,0.0,0.4167,0.0,4,2,19,12,4,2007,51,0,0
2007-12-19 05:00:00,0.2647,0.0465,247.8348,1.0667,0.0,0.0,0.0,5,2,19,12,4,2007,51,0,0
2007-12-19 06:00:00,1.0241,0.0694,246.7505,4.2233,0.0,0.1333,7.4,6,2,19,12,4,2007,51,0,0
2007-12-19 07:00:00,2.8025,0.0658,238.9335,11.7633,0.0,0.2667,17.5333,7,2,19,12,4,2007,51,0,0
2007-12-19 08:00:00,2.3378,0.0578,241.4415,9.6533,0.0,0.0,17.8833,8,2,19,12,4,2007,51,0,0
2007-12-19 09:00:00,1.4368,0.0979,241.8578,5.88,0.0,0.3833,17.95,9,2,19,12,4,2007,51,0,0
2007-12-19 10:00:00,1.3391,0.0458,242.4898,5.4567,0.0,0.0,18.05,10,2,19,12,4,2007,51,0,0
2007-12-19 11:00:00,1.6015,0.1188,240.306,6.6333,0.0,0.0,17.7167,11,2,19,12,4,2007,51,0,0
2007-12-19 12:00:00,1.8706,0.223,240.2935,7.8,0.0,0.4,17.7167,12,2,19,12,4,2007,51,0,0
2007-12-19 13:00:00,1.7042,0.0445,243.7983,7.0,5.0167,0.0,18.2333,13,2,19,12,4,2007,51,0,0
2007-12-19 14:00:00,1.7451,0.1034,246.36,7.03,5.4833,0.3,18.5833,14,2,19,12,4,2007,51,0,0
2007-12-19 15:00:00,1.5946,0.0866,248.165,6.4667,10.05,0.1167,11.4667,15,2,19,12,4,2007,51,0,0
2007-12-19 16:00:00,0.4978,0.0503,247.2588,2.0133,0.0,0.0,0.0,16,2,19,12,4,2007,51,0,0
2007-12-19 17:00:00,1.9943,0.0787,238.503,8.3133,0.0,0.4,0.0,17,2,19,12,4,2007,51,0,0
2007-12-19 18:00:00,2.441,0.0434,238.3067,10.2167,0.0,6.35,0.0,18,2,19,12,4,2007,51,0,0
2007-12-19 19:00:00,2.832,0.0625,235.968,11.9633,0.0,0.1333,0.0,19,2,19,12,4,2007,51,0,0
2007-12-19 20:00:00,2.6201,0.0573,236.3387,11.1233,0.0,0.35,0.0,20,2,19,12,4,2007,51,0,0
2007-12-19 21:00:00,3.5693,0.0657,237.2325,15.3833,0.0,22.85,12.0,21,2,19,12,4,2007,51,0,0
2007-12-19 22:00:00,1.9569,0.1285,241.6922,8.1767,0.0,11.2,12.2667,22,2,19,12,4,2007,51,0,0
2007-12-19 23:00:00,0.6452,0.0579,244.186,2.65,0.0,0.6,0.0,23,2,19,12,4,2007,51,0,0
2007-12-20 00:00:00,0.9104,0.0781,243.7258,3.8533,0.0,0.5833,0.0,0,3,20,12,4,2007,51,0,0
2007-12-20 01:00:00,0.352,0.0452,243.2173,1.4667,0.0,0.1667,0.0,1,3,20,12,4,2007,51,0,0
2007-12-20 02:00:00,0.2963,0.0765,245.2758,1.2567,0.0,0.5667,0.0,2,3,20,12,4,2007,51,0,0
2007-12-20 03:00:00,0.2776,0.0476,247.1465,1.1367,0.0,0.1667,0.0,3,3,20,12,4,2007,51,0,0
2007-12-20 04:00:00,0.2759,0.0489,247.455,1.14,0.0,0.15,0.0,4,3,20,12,4,2007,51,0,0
2007-12-20 05:00:00,0.2955,0.0739,248.9622,1.2067,0.0,0.5333,0.0,5,3,20,12,4,2007,51,0,0
2007-12-20 06:00:00,1.0713,0.0661,245.8975,4.36,0.0,0.0,13.2167,6,3,20,12,4,2007,51,0,0
2007-12-20 07:00:00,1.0176,0.0466,241.346,4.28,0.0,0.0,0.0,7,3,20,12,4,2007,51,0,0
2007-12-20 08:00:00,2.0528,0.0606,240.9008,8.5,0.0,0.0833,14.7667,8,3,20,12,4,2007,51,0,0
2007-12-20 09:00:00,1.3908,0.1218,240.5712,5.7,0.0,0.3333,17.7833,9,3,20,12,4,2007,51,0,0
2007-12-20 10:00:00,1.3682,0.0629,240.9178,5.6033,0.0,0.0,17.8167,10,3,20,12,4,2007,51,0,0
2007-12-20 11:00:00,1.4684,0.0802,242.0912,6.0533,0.0,0.05,17.9833,11,3,20,12,4,2007,51,0,0
2007-12-20 12:00:00,1.9517,0.1368,239.9893,8.2433,0.2,0.3667,17.7,12,3,20,12,4,2007,51,0,0
2007-12-20 13:00:00,2.1004,0.0647,241.0762,8.6967,9.3833,0.0,17.8333,13,3,20,12,4,2007,51,0,0
2007-12-20 14:00:00,2.198,0.0912,243.9663,9.07,9.5667,0.4,18.2667,14,3,20,12,4,2007,51,0,0
2007-12-20 15:00:00,1.7232,0.074,246.0807,7.0067,0.0,0.0,18.5667,15,3,20,12,4,2007,51,0,0
2007-12-20 16:00:00,1.5139,0.0617,246.1845,6.09,0.0,0.0,18.5833,16,3,20,12,4,2007,51,0,0
2007-12-20 17:00:00,1.9087,0.093,240.171,7.9,0.0,0.4,17.7167,17,3,20,12,4,2007,51,0,0
2007-12-20 18:00:00,2.0295,0.0554,240.7762,8.3833,0.0,0.0,9.9,18,3,20,12,4,2007,51,0,0
2007-12-20 19:00:00,2.6399,0.2037,238.2475,11.2933,11.8333,0.0667,5.2833,19,3,20,12,4,2007,51,0,0
2007-12-20 20:00:00,2.9681,0.1244,238.2375,12.4367,0.0,0.3333,17.4333,20,3,20,12,4,2007,51,0,0
2007-12-20 21:00:00,1.6549,0.0816,241.0345,6.8767,0.0,0.0,3.6833,21,3,20,12,4,2007,51,0,0
2007-12-20 22:00:00,0.6955,0.1112,245.9375,2.8833,0.0,0.35,0.0,22,3,20,12,4,2007,51,0,0
2007-12-20 23:00:00,0.2991,0.0845,246.8222,1.2833,0.0,0.05,0.0,23,3,20,12,4,2007,51,0,0
2007-12-21 00:00:00,0.2884,0.0684,245.9562,1.1967,0.0,0.0,0.0,0,4,21,12,4,2007,51,0,0
2007-12-21 01:00:00,0.3044,0.0962,247.3023,1.2567,0.0,0.4,0.0,1,4,21,12,4,2007,51,0,0
2007-12-21 02:00:00,0.292,0.0743,248.5907,1.2,0.0,0.0,0.0,2,4,21,12,4,2007,51,0,0
2007-12-21 03:00:00,0.4471,0.0461,247.9842,1.8367,0.0,0.0,3.0167,3,4,21,12,4,2007,51,0,0
2007-12-21 04:00:00,0.8008,0.1215,247.1358,3.2967,0.0,0.4167,7.9,4,4,21,12,4,2007,51,0,0
2007-12-21 05:00:00,0.2624,0.0392,247.9898,1.0667,0.0,0.0,0.0,5,4,21,12,4,2007,51,0,0
2007-12-21 06:00:00,1.1049,0.0709,247.0532,4.7967,0.0,0.0,4.5667,6,4,21,12,4,2007,51,0,0
2007-12-21 07:00:00,2.149,0.0972,240.9393,8.89,0.0,0.4,17.8333,7,4,21,12,4,2007,51,0,0
2007-12-21 08:00:00,2.8412,0.056,237.214,12.0633,9.45,0.0,17.2667,8,4,21,12,4,2007,51,0,0
2007-12-21 09:00:00,1.4595,0.0409,240.0832,6.0367,1.8833,0.0,17.7,9,4,21,12,4,2007,51,0,0
2007-12-21 10:00:00,1.8636,0.0752,238.6852,7.7667,8.5167,0.4,17.4833,10,4,21,12,4,2007,51,0,0
2007-12-21 11:00:00,1.3374,0.0477,240.8627,5.4633,0.0,0.0,17.8,11,4,21,12,4,2007,51,0,0
2007-12-21 12:00:00,1.3454,0.0431,242.0342,5.4567,0.0,0.0,17.9667,12,4,21,12,4,2007,51,0,0
2007-12-21 13:00:00,1.4965,0.136,240.4887,6.26,0.0,0.4167,15.1667,13,4,21,12,4,2007,51,0,0
2007-12-21 14:00:00,1.6819,0.0778,243.1585,6.9233,0.0,0.0,18.1333,14,4,21,12,4,2007,51,0,0
2007-12-21 15:00:00,1.4157,0.0586,243.3665,5.76,0.0,0.0,18.15,15,4,21,12,4,2007,51,0,0
2007-12-21 16:00:00,1.1035,0.094,244.6792,4.6333,0.0,0.4167,2.6,16,4,21,12,4,2007,51,0,0
2007-12-21 17:00:00,1.7131,0.0863,238.8363,7.16,0.0,0.0,0.0,17,4,21,12,4,2007,51,0,0
2007-12-21 18:00:00,2.4345,0.0763,237.3207,10.2167,0.0,0.0,0.0,18,4,21,12,4,2007,51,0,0
2007-12-21 19:00:00,2.8135,0.0824,238.4758,11.7567,0.0,0.4333,2.65,19,4,21,12,4,2007,51,0,0
2007-12-21 20:00:00,3.1224,0.0563,240.0832,12.95,0.0,0.0,17.7,20,4,21,12,4,2007,51,0,0
2007-12-21 21:00:00,1.8827,0.0582,242.7722,7.7533,0.0,0.0,8.25,21,4,21,12,4,2007,51,0,0
2007-12-21 22:00:00,0.4788,0.1158,242.539,2.0567,0.0,0.45,0.0,22,4,21,12,4,2007,51,0,0
2007-12-21 23:00:00,0.3237,0.0562,245.6085,1.3333,0.0,0.0,0.0,23,4,21,12,4,2007,51,0,0
2007-12-22 00:00:00,0.2703,0.0541,247.5557,1.1067,0.0,0.0,0.0,0,5,22,12,4,2007,51,1,0
2007-12-22 01:00:00,0.5659,0.0899,246.8873,2.2867,0.0,0.45,0.0,1,5,22,12,4,2007,51,1,0
2007-12-22 02:00:00,0.6003,0.0618,249.0443,2.39,0.0,0.0,0.0,2,5,22,12,4,2007,51,1,0
2007-12-22 03:00:00,0.2709,0.0478,247.6805,1.1367,0.0,0.0,0.0,3,5,22,12,4,2007,51,1,0
2007-12-22 04:00:00,0.8962,0.0885,247.478,3.65,0.0,0.45,9.8833,4,5,22,12,4,2007,51,1,0
2007-12-22 05:00:00,0.2844,0.055,247.6832,1.1433,0.0,0.0,0.0,5,5,22,12,4,2007,51,1,0
2007-12-22 06:00:00,0.7342,0.0506,246.4547,3.1033,0.0,0.0,0.0,6,5,22,12,4,2007,51,1,0
2007-12-22 07:00:00,0.7945,0.0804,243.1603,3.34,0.0,0.45,1.4833,7,5,22,12,4,2007,51,1,0
2007-12-22 08:00:00,2.4802,0.065,240.9023,10.4233,0.0,6.8167,17.8167,8,5,22,12,4,2007,51,1,0
2007-12-22 09:00:00,1.6932,0.0603,239.4577,7.04,0.0,0.35,17.6,9,5,22,12,4,2007,51,1,0
2007-12-22 10:00:00,1.809,0.0676,240.6075,7.47,0.0,0.45,17.7667,10,5,22,12,4,2007,51,1,0
2007-12-22 11:00:00,1.3695,0.0462,239.1647,5.6533,0.0,0.0667,17.5667,11,5,22,12,4,2007,51,1,0
2007-12-22 12:00:00,1.9212,0.1468,238.8477,8.15,0.85,0.0,17.5167,12,5,22,12,4,2007,51,1,0
2007-12-22 13:00:00,1.7384,0.1524,240.6812,7.2333,0.2667,0.4667,17.7833,13,5,22,12,4,2007,51,1,0
2007-12-22 14:00:00,3.737,0.0807,239.1443,17.8433,10.0333,37.2833,17.55,14,5,22,12,4,2007,51,1,0
2007-12-22 15:00:00,2.046,0.1094,242.5592,8.42,9.9833,1.4,18.0333,15,5,22,12,4,2007,51,1,0
2007-12-22 16:00:00,1.4299,0.0817,244.1038,5.7833,0.0,0.6333,18.2667,16,5,22,12,4,2007,51,1,0
2007-12-22 17:00:00,1.2892,0.0758,238.6182,5.4033,0.0,0.65,3.4333,17,5,22,12,4,2007,51,1,0
2007-12-22 18:00:00,1.7787,0.0837,237.6427,7.4833,0.0,0.1667,0.0,18,5,22,12,4,2007,51,1,0
2007-12-22 19:00:00,2.7225,0.1258,237.1657,11.8267,7.4667,0.6333,0.0,19,5,22,12,4,2007,51,1,0
2007-12-22 20:00:00,4.2731,0.3471,235.427,21.2567,15.9333,18.8,0.0833,20,5,22,12,4,2007,51,1,0
2007-12-22 21:00:00,3.4167,0.199,238.7158,15.51,0.0667,5.8,16.6667,21,5,22,12,4,2007,51,1,0
2007-12-22 22:00:00,3.7391,0.0844,238.0673,17.4467,9.2167,0.5333,17.4,22,5,22,12,4,2007,51,1,0
2007-12-22 23:00:00,1.7447,0.1013,244.4438,7.1433,9.8333,0.4333,2.3667,23,5,22,12,4,2007,51,1,0
2007-12-23 00:00:00,0.8472,0.0618,245.1773,3.4467,1.6667,0.0,0.0,0,6,23,12,4,2007,51,1,0
2007-12-23 01:00:00,0.7091,0.0985,243.4915,2.9,0.0,0.45,0.0,1,6,23,12,4,2007,51,1,0
2007-12-23 02:00:00,0.6921,0.0768,245.041,2.82,0.0,0.0,0.0,2,6,23,12,4,2007,51,1,0
2007-12-23 03:00:00,0.7024,0.0672,246.26,2.84,0.0,0.0,0.0,3,6,23,12,4,2007,51,1,0
2007-12-23 04:00:00,0.7081,0.0662,245.7397,2.8633,0.0,0.4333,0.0,4,6,23,12,4,2007,51,1,0
2007-12-23 05:00:00,1.1215,0.059,246.2398,4.5,0.0,0.0,9.2833,5,6,23,12,4,2007,51,1,0
2007-12-23 06:00:00,0.3452,0.081,247.5973,1.48,0.0,0.45,0.7167,6,6,23,12,4,2007,51,1,0
2007-12-23 07:00:00,0.5089,0.057,245.3237,2.21,0.0,0.0,0.0,7,6,23,12,4,2007,51,1,0
2007-12-23 08:00:00,2.8363,0.0866,241.6848,11.7167,0.0,0.0,16.45,8,6,23,12,4,2007,51,1,0
2007-12-23 09:00:00,1.4764,0.0914,244.3498,6.01,0.0,0.4333,18.3,9,6,23,12,4,2007,51,1,0
2007-12-23 10:00:00,1.5275,0.0909,242.4863,6.26,0.0,0.0,18.0333,10,6,23,12,4,2007,51,1,0
2007-12-23 11:00:00,1.5324,0.0578,241.762,6.2867,0.0,0.0,17.9167,11,6,23,12,4,2007,51,1,0
2007-12-23 12:00:00,0.8441,0.1037,242.2417,3.49,0.0,0.45,5.2833,12,6,23,12,4,2007,51,1,0
2007-12-23 13:00:00,0.7759,0.2331,243.0362,3.2833,0.0,0.0,0.0,13,6,23,12,4,2007,51,1,0
2007-12-23 14:00:00,1.6013,0.2049,245.4338,6.6433,0.15,0.1667,14.1833,14,6,23,12,4,2007,51,1,0
2007-12-23 15:00:00,1.8075,0.0953,244.0643,7.3967,8.9667,0.2667,16.1833,15,6,23,12,4,2007,51,1,0
2007-12-23 16:00:00,0.8924,0.067,244.3897,3.73,9.3333,0.0,0.0,16,6,23,12,4,2007,51,1,0
2007-12-23 17:00:00,2.5328,0.2062,236.4947,11.2333,0.0,8.0167,0.0,17,6,23,12,4,2007,51,1,0
2007-12-23 18:00:00,3.1267,0.2285,234.985,13.2667,0.0,0.5167,0.0,18,6,23,12,4,2007,51,1,0
2007-12-23 19:00:00,4.7965,0.4203,233.1272,27.9433,12.7,38.2333,11.9667,19,6,23,12,4,2007,51,1,0
2007-12-23 20:00:00,3.2412,0.1775,238.6722,13.5467,0.0333,0.7,17.4833,20,6,23,12,4,2007,51,1,0
2007-12-23 21:00:00,2.2873,0.1362,240.2163,9.5267,0.0,0.75,17.7,21,6,23,12,4,2007,51,1,0
2007-12-23 22:00:00,1.7143,0.0832,240.1218,7.1033,0.0,0.4833,17.7,22,6,23,12,4,2007,51,1,0
2007-12-23 23:00:00,1.7347,0.088,243.4543,7.09,0.0,0.1667,18.1667,23,6,23,12,4,2007,51,1,0
2007-12-24 00:00:00,1.4415,0.1134,245.3555,5.8367,0.0,0.6167,18.45,0,0,24,12,4,2007,52,0,0
2007-12-24 01:00:00,1.1566,0.0692,245.4435,4.6867,0.0,0.1667,14.4,1,0,24,12,4,2007,52,0,0
2007-12-24 02:00:00,0.2965,0.079,248.0548,1.2733,0.0,0.45,0.0,2,0,24,12,4,2007,52,0,0
2007-12-24 03:00:00,0.3072,0.082,248.0265,1.3433,0.0,0.2167,0.0,3,0,24,12,4,2007,52,0,0
2007-12-24 04:00:00,0.2969,0.0873,247.8542,1.3133,0.0,0.0,0.0,4,0,24,12,4,2007,52,0,0
2007-12-24 05:00:00,0.2978,0.0925,248.0407,1.3367,0.0,0.45,0.0,5,0,24,12,4,2007,52,0,0
2007-12-24 06:00:00,0.2711,0.0496,246.7898,1.1533,0.0,0.0,0.0,6,0,24,12,4,2007,52,0,0
2007-12-24 07:00:00,0.6566,0.0895,244.8912,2.7867,0.0,0.0,0.0,7,0,24,12,4,2007,52,0,0
2007-12-24 08:00:00,2.3865,0.1288,242.0723,9.93,0.3,7.2,11.3833,8,0,24,12,4,2007,52,0,0
2007-12-24 09:00:00,3.4188,0.0879,239.9167,15.63,9.4667,27.0167,10.8333,9,0,24,12,4,2007,52,0,0
2007-12-24 10:00:00,1.2272,0.1147,239.9525,5.2,9.85,0.3333,0.0,10,0,24,12,4,2007,52,0,0
2007-12-24 11:00:00,1.9595,0.2093,238.1398,8.2667,0.0,0.0,9.7167,11,0,24,12,4,2007,52,0,0
2007-12-24 12:00:00,3.1625,0.3294,237.6012,13.44,12.6667,0.4333,17.3333,12,0,24,12,4,2007,52,0,0
2007-12-24 13:00:00,1.9641,0.1575,241.0647,8.1833,0.2833,0.0,17.8333,13,0,24,12,4,2007,52,0,0
2007-12-24 14:00:00,2.4367,0.2227,242.6305,10.0367,8.1333,0.2167,18.05,14,0,24,12,4,2007,52,0,0
2007-12-24 15:00:00,2.3553,0.0747,243.2977,9.6867,9.05,0.2167,17.65,15,0,24,12,4,2007,52,0,0
2007-12-24 16:00:00,1.4957,0.0927,245.4102,6.15,0.0,0.0,6.2833,16,0,24,12,4,2007,52,0,0
2007-12-24 17:00:00,3.9755,0.0622,236.2492,16.9267,0.0,0.4167,17.15,17,0,24,12,4,2007,52,0,0
2007-12-24 18:00:00,1.8432,0.0454,239.8578,7.6867,0.0,0.0,17.65,18,0,24,12,4,2007,52,0,0
2007-12-24 19:00:00,1.524,0.0519,239.8283,6.33,0.0,0.1667,17.65,19,0,24,12,4,2007,52,0,0
2007-12-24 20:00:00,1.5408,0.0789,240.6217,6.3433,0.0,0.2667,17.7667,20,0,24,12,4,2007,52,0,0
2007-12-24 21:00:00,1.5101,0.0531,241.0813,6.1833,0.0,0.0,17.8333,21,0,24,12,4,2007,52,0,0
2007-12-24 22:00:00,1.0148,0.0706,240.008,4.25,0.0,0.4333,9.1833,22,0,24,12,4,2007,52,0,0
2007-12-24 23:00:00,0.7575,0.0537,241.4222,3.22,0.0,0.0,0.0,23,0,24,12,4,2007,52,0,0
2007-12-25 00:00:00,0.9929,0.0382,241.6007,4.09,0.0,0.0,0.0,0,1,25,12,4,2007,52,0,0
2007-12-25 01:00:00,0.4524,0.0811,242.6383,1.8667,0.0,0.4333,0.0,1,1,25,12,4,2007,52,0,0
2007-12-25 02:00:00,0.3241,0.0578,246.9965,1.36,0.0,0.0,0.0,2,1,25,12,4,2007,52,0,0
2007-12-25 03:00:00,0.3394,0.0755,246.7198,1.46,0.0,0.2667,0.0,3,1,25,12,4,2007,52,0,0
2007-12-25 04:00:00,0.2979,0.0648,247.9735,1.2467,0.0,0.1833,0.0,4,1,25,12,4,2007,52,0,0
2007-12-25 05:00:00,0.2773,0.063,247.5078,1.18,0.0,0.0,0.0,5,1,25,12,4,2007,52,0,0
2007-12-25 06:00:00,0.8154,0.1197,245.4742,3.3833,0.0,0.45,8.15,6,1,25,12,4,2007,52,0,0
2007-12-25 07:00:00,0.6339,0.0504,242.7608,2.6433,0.0,0.0,5.9833,7,1,25,12,4,2007,52,0,0
2007-12-25 08:00:00,1.6194,0.0594,242.3048,6.6933,0.0,0.0,0.0,8,1,25,12,4,2007,52,0,0
2007-12-25 09:00:00,0.8929,0.1175,243.7337,3.6833,0.0,0.4667,0.0,9,1,25,12,4,2007,52,0,0
2007-12-25 10:00:00,2.0517,0.0632,242.5757,8.4033,0.0,0.0,15.6667,10,1,25,12,4,2007,52,0,0
2007-12-25 11:00:00,2.4063,0.1319,241.9763,10.5867,18.2833,10.8,3.5167,11,1,25,12,4,2007,52,0,0
2007-12-25 12:00:00,2.6626,0.2652,242.3618,11.39,14.0,2.9333,11.9833,12,1,25,12,4,2007,52,0,0
2007-12-25 13:00:00,3.9158,0.1995,241.9928,16.28,0.2167,34.7167,16.3333,13,1,25,12,4,2007,52,0,0
2007-12-25 14:00:00,2.4634,0.1107,245.9952,10.41,14.4667,4.2167,7.2833,14,1,25,12,4,2007,52,0,0
2007-12-25 15:00:00,2.1593,0.0676,245.4708,8.8167,0.0,0.2667,18.4667,15,1,25,12,4,2007,52,0,0
2007-12-25 16:00:00,2.8,0.1176,244.1078,11.62,0.0,0.4667,18.2667,16,1,25,12,4,2007,52,0,0
2007-12-25 17:00:00,1.3807,0.0596,240.9117,5.75,0.0,0.0,1.2833,17,1,25,12,4,2007,52,0,0
2007-12-25 18:00:00,1.8123,0.0658,239.1842,7.5933,0.0,0.3,0.0,18,1,25,12,4,2007,52,0,0
2007-12-25 19:00:00,2.0187,0.1966,238.07,8.5067,0.0,0.15,0.0,19,1,25,12,4,2007,52,0,0
2007-12-25 20:00:00,2.8429,0.1876,238.5558,12.0067,8.0,0.0,10.8,20,1,25,12,4,2007,52,0,0
2007-12-25 21:00:00,2.9695,0.1588,239.9987,12.5533,4.8333,0.4667,2.6333,21,1,25,12,4,2007,52,0,0
2007-12-25 22:00:00,4.3454,0.0985,239.5762,19.17,5.1833,0.0,12.9167,22,1,25,12,4,2007,52,0,0
2007-12-25 23:00:00,3.7881,0.0802,243.0537,16.29,11.4833,0.0167,18.1167,23,1,25,12,4,2007,52,0,0
2007-12-26 00:00:00,1.439,0.1408,245.3685,5.8633,0.0,0.45,5.1667,0,2,26,12,4,2007,52,0,0
2007-12-26 01:00:00,1.1712,0.0437,244.9297,4.79,0.0,0.0,0.0,1,2,26,12,4,2007,52,0,0
2007-12-26 02:00:00,1.2347,0.1046,248.247,5.0267,0.0,0.4333,0.0,2,2,26,12,4,2007,52,0,0
2007-12-26 03:00:00,1.2622,0.0649,246.7708,5.0333,0.0,0.0333,0.0,3,2,26,12,4,2007,52,0,0
2007-12-26 04:00:00,1.3573,0.0395,246.6855,5.4167,0.0,0.0,0.0,4,2,26,12,4,2007,52,0,0
2007-12-26 05:00:00,1.3958,0.0931,245.4872,5.6233,0.0,0.4667,0.0,5,2,26,12,4,2007,52,0,0
2007-12-26 06:00:00,1.3472,0.0485,243.9483,5.41,0.0,0.0,0.0,6,2,26,12,4,2007,52,0,0
2007-12-26 07:00:00,1.9904,0.0298,241.2588,8.2267,0.0,0.0,8.2667,7,2,26,12,4,2007,52,0,0
2007-12-26 08:00:00,2.6729,0.1206,240.4315,11.35,0.0,0.45,0.0,8,2,26,12,4,2007,52,0,0
2007-12-26 09:00:00,2.4292,0.042,238.8988,10.1333,0.0,0.0,0.0,9,2,26,12,4,2007,52,0,0
2007-12-26 10:00:00,1.4908,0.0774,240.0325,6.2967,0.0,0.0167,0.0,10,2,26,12,4,2007,52,0,0
2007-12-26 11:00:00,1.8479,0.0963,239.9835,7.8733,0.0,0.45,10.4,11,2,26,12,4,2007,52,0,0
2007-12-26 12:00:00,2.6159,0.0489,240.2053,10.9667,0.0,3.8,17.7,12,2,26,12,4,2007,52,0,0
2007-12-26 13:00:00,2.6315,0.1486,240.9847,11.1667,0.0,6.4667,17.8167,13,2,26,12,4,2007,52,0,0
2007-12-26 14:00:00,3.696,0.1177,242.9207,16.45,8.8167,27.6333,18.1,14,2,26,12,4,2007,52,0,0
2007-12-26 15:00:00,2.9051,0.1022,245.0895,11.9,9.1167,3.7333,18.4,15,2,26,12,4,2007,52,0,0
2007-12-26 16:00:00,2.4212,0.1214,242.7448,9.9667,0.55,0.6333,18.0667,16,2,26,12,4,2007,52,0,0
2007-12-26 17:00:00,3.0308,0.3563,238.3675,12.7333,0.0,0.45,17.4333,17,2,26,12,4,2007,52,0,0
2007-12-26 18:00:00,2.4721,0.156,236.6643,10.4167,0.0,0.2667,17.1833,18,2,26,12,4,2007,52,0,0
2007-12-26 19:00:00,0.9464,0.0479,237.9997,3.97,0.0,0.0,9.4667,19,2,26,12,4,2007,52,0,0
2007-12-26 20:00:00,0.4219,0.1029,239.5285,1.8,0.0,0.4667,0.0,20,2,26,12,4,2007,52,0,0
2007-12-26 21:00:00,0.3729,0.0429,241.6225,1.55,0.0,0.0,0.0,21,2,26,12,4,2007,52,0,0
2007-12-26 22:00:00,0.5838,0.1062,244.3988,2.4367,0.0,0.3,0.0,22,2,26,12,4,2007,52,0,0
2007-12-26 23:00:00,0.9251,0.0865,244.849,3.8267,0.0,0.1667,0.0,23,2,26,12,4,2007,52,0,0
2007-12-27 00:00:00,0.2905,0.0505,245.5567,1.2267,0.0,0.0,0.0,0,3,27,12,4,2007,52,0,0
2007-12-27 01:00:00,0.4653,0.1274,243.3415,1.9933,0.0,0.4833,2.1167,1,3,27,12,4,2007,52,0,0
2007-12-27 02:00:00,0.829,0.0569,246.4923,3.3667,0.0,0.0,9.0333,2,3,27,12,4,2007,52,0,0
2007-12-27 03:00:00,0.2858,0.0535,246.9605,1.2,0.0,0.0,0.0,3,3,27,12,4,2007,52,0,0
2007-12-27 04:00:00,0.3452,0.1349,247.1545,1.5167,0.0,0.4667,0.0,4,3,27,12,4,2007,52,0,0
2007-12-27 05:00:00,0.2867,0.0584,246.7195,1.21,0.0,0.0,0.0,5,3,27,12,4,2007,52,0,0
2007-12-27 06:00:00,0.3123,0.091,244.8713,1.3333,0.0,0.4333,0.0,6,3,27,12,4,2007,52,0,0
2007-12-27 07:00:00,1.1062,0.1169,240.846,4.75,0.0,0.0333,0.0,7,3,27,12,4,2007,52,0,0
2007-12-27 08:00:00,1.332,0.0565,241.2525,5.5067,0.0,0.0,0.0,8,3,27,12,4,2007,52,0,0
2007-12-27 09:00:00,1.2762,0.1384,240.9878,5.3533,0.0,0.4667,0.0,9,3,27,12,4,2007,52,0,0
2007-12-27 10:00:00,2.2685,0.0818,239.2833,9.47,0.0,0.0,17.2667,10,3,27,12,4,2007,52,0,0
2007-12-27 11:00:00,1.4566,0.0434,242.3153,5.9933,0.0,0.0,1.0667,11,3,27,12,4,2007,52,0,0
2007-12-27 12:00:00,1.2935,0.2231,242.2277,5.43,0.0,0.4833,9.0667,12,3,27,12,4,2007,52,0,0
2007-12-27 13:00:00,1.8582,0.0909,241.6143,7.6867,0.0,0.0,17.9,13,3,27,12,4,2007,52,0,0
2007-12-27 14:00:00,1.96,0.1381,244.4853,8.0,0.0,0.4667,18.3333,14,3,27,12,4,2007,52,0,0
2007-12-27 15:00:00,2.9449,0.0819,245.2592,11.9867,0.0,0.0,18.4167,15,3,27,12,4,2007,52,0,0
2007-12-27 16:00:00,1.7977,0.0571,246.448,7.3,0.0,0.0,0.85,16,3,27,12,4,2007,52,0,0
